,train_acc,test_acc,train_loss,test_loss
epoch_0,0.6892949938774109,0.7544999718666077,0.5281744398796558,0.4564794275760651
epoch_1,0.7695084810256958,0.8169999718666077,0.43814743484020235,0.37988762092590334
epoch_2,0.8012650012969971,0.8295000195503235,0.39584677458405493,0.3574953730106354
epoch_3,0.817062497138977,0.8489999771118164,0.3713135819450617,0.3302978836297989
epoch_4,0.8265295028686523,0.8554999828338623,0.3560016683499813,0.3165045409202576
epoch_5,0.8332664966583252,0.8575000166893005,0.3447198367345333,0.3076126616001129
epoch_6,0.8387464880943298,0.8579999804496765,0.3360107947343588,0.3065397164821625
epoch_7,0.8423269987106323,0.8650000095367432,0.3297405359826088,0.2947125984430313
epoch_8,0.8456699848175049,0.8644999861717224,0.3239629699366093,0.2910324630737305
epoch_9,0.848488986492157,0.8734999895095825,0.3190055078750253,0.28679871368408205
epoch_10,0.8511379957199097,0.8694999814033508,0.3147438405007124,0.2847530828714371
epoch_11,0.8531374931335449,0.8725000023841858,0.3108468833990693,0.27766822624206544
epoch_12,0.8554595112800598,0.8740000128746033,0.30735171037441494,0.27595688331127166
epoch_13,0.8569645285606384,0.875,0.30414554738986493,0.270344929933548
epoch_14,0.8587085008621216,0.878000020980835,0.3011255342106223,0.26852907228469847
epoch_15,0.8602545261383057,0.8784999847412109,0.298660511934042,0.2650399776697159
epoch_16,0.861412525177002,0.8790000081062317,0.2965715184652805,0.26935706555843353
epoch_17,0.8626124858856201,0.8820000290870667,0.29457969872504475,0.26770675015449524
epoch_18,0.8634895086288452,0.8805000185966492,0.2927503721447587,0.2634307336807251
epoch_19,0.8642899990081787,0.8840000033378601,0.29086489646482466,0.2594342951774597
epoch_20,0.8650035262107849,0.8824999928474426,0.2897272989776731,0.26004255425930023
epoch_21,0.8659374713897705,0.8794999718666077,0.2880081003342867,0.2604324163198471
epoch_22,0.8667119741439819,0.8889999985694885,0.28683947120380404,0.2559732564687729
epoch_23,0.8672189712524414,0.8824999928474426,0.28524750167173146,0.25687787497043607
epoch_24,0.8678439855575562,0.8895000219345093,0.28440443585181235,0.2510758991241455
epoch_25,0.8683599829673767,0.8859999775886536,0.2832467261531949,0.2533693387508392
epoch_26,0.8688099980354309,0.8884999752044678,0.2823335133419037,0.2525667930841446
epoch_27,0.8697190284729004,0.8880000114440918,0.2810091153693795,0.25346995747089385
epoch_28,0.8700345158576965,0.887499988079071,0.2803185414440632,0.25282642698287966
epoch_29,0.8706650137901306,0.8834999799728394,0.27893556688928606,0.24915733063220977
epoch_30,0.8708959817886353,0.8895000219345093,0.2784857994775176,0.24924158000946045
epoch_31,0.8716294765472412,0.8884999752044678,0.2771133332577348,0.24919169580936432
epoch_32,0.8718910217285156,0.8880000114440918,0.27663931986379625,0.24464321637153624
epoch_33,0.872388482093811,0.8865000009536743,0.2756945585128963,0.2448959014415741
epoch_34,0.8730124831199646,0.8895000219345093,0.27510508950436113,0.24351473796367645
epoch_35,0.8730965256690979,0.8895000219345093,0.274580830440104,0.2465052855014801
epoch_36,0.8734095096588135,0.8930000066757202,0.2737623051447272,0.24238545668125153
epoch_37,0.8737990260124207,0.8949999809265137,0.2732887132394314,0.24332986891269684
epoch_38,0.8742610216140747,0.8899999856948853,0.2725339351979494,0.24134622824192048
epoch_39,0.8744440078735352,0.8930000066757202,0.2720768377819061,0.245160044670105
epoch_40,0.8748980164527893,0.8949999809265137,0.271439659439981,0.24108961606025694
epoch_41,0.8749979734420776,0.8914999961853027,0.27097690283638237,0.24011515653133392
epoch_42,0.8753839731216431,0.8939999938011169,0.2706981856459379,0.24521119141578673
epoch_43,0.8755490183830261,0.8924999833106995,0.27030680824542047,0.2429629714488983
epoch_44,0.8756445050239563,0.8960000276565552,0.26986474587768317,0.24270542907714843
epoch_45,0.8761159777641296,0.8914999961853027,0.26920689523381,0.24561375451087952
epoch_46,0.8759354948997498,0.8934999704360962,0.26916573776841163,0.24301168155670166
epoch_47,0.8764399886131287,0.8939999938011169,0.26845641723454,0.24171989476680755
epoch_48,0.8766124844551086,0.8960000276565552,0.2681173246101141,0.24380970525741577
epoch_49,0.8770624995231628,0.8934999704360962,0.26745714321655034,0.24395467734336854
epoch_50,0.8769314885139465,0.8949999809265137,0.26755090559089184,0.24177987587451935
epoch_51,0.8771725296974182,0.8960000276565552,0.2669451409871578,0.24080808174610138
epoch_52,0.8774595260620117,0.8949999809265137,0.26657037865877153,0.24043933045864105
epoch_53,0.8777160048484802,0.8899999856948853,0.26635718765461447,0.24235268235206603
epoch_54,0.8776829838752747,0.8899999856948853,0.26588986445644497,0.24156612873077393
epoch_55,0.8778355121612549,0.8920000195503235,0.26567725496566297,0.24052046990394593
epoch_56,0.878219485282898,0.8920000195503235,0.26521893979889155,0.24143195712566376
epoch_57,0.8784564733505249,0.890999972820282,0.2645065511723459,0.23929769134521484
epoch_58,0.8780524730682373,0.8924999833106995,0.26487520085412264,0.24222603368759155
epoch_59,0.8786885142326355,0.8945000171661377,0.2640708811635375,0.23661144542694093
epoch_60,0.878948986530304,0.8889999985694885,0.2638877692179084,0.23912821316719055
epoch_61,0.8790979981422424,0.8974999785423279,0.26367906897562743,0.24017077243328094
epoch_62,0.8793795108795166,0.8934999704360962,0.26329355681666733,0.2401632697582245
epoch_63,0.8791859745979309,0.890500009059906,0.26331165040388704,0.23971166729927063
epoch_64,0.8789550065994263,0.8924999833106995,0.2633414866848588,0.23997038960456848
epoch_65,0.87956702709198,0.8920000195503235,0.26272285244500637,0.23641007423400878
epoch_66,0.8794825077056885,0.8924999833106995,0.2625360724961758,0.23607155179977418
epoch_67,0.8799034953117371,0.8939999938011169,0.26220951828169825,0.23934460866451263
epoch_68,0.8797324895858765,0.8930000066757202,0.26184998302596807,0.2373273124694824
epoch_69,0.8798289895057678,0.8945000171661377,0.26167744571650026,0.23369594085216522
epoch_70,0.8799415230751038,0.890500009059906,0.2614241994777918,0.23823945593833923
epoch_71,0.8801379799842834,0.8955000042915344,0.2609989331410527,0.2393675239086151
epoch_72,0.8802149891853333,0.8995000123977661,0.260838492823422,0.23616627883911132
epoch_73,0.8800135254859924,0.8945000171661377,0.26098937320321797,0.23603956747055055
epoch_74,0.8805115222930908,0.8889999985694885,0.2605189135261476,0.24119210052490234
epoch_75,0.8805450201034546,0.8974999785423279,0.26036294898200035,0.23664487206935883
epoch_76,0.8805750012397766,0.8949999809265137,0.2603153682015538,0.2359392352104187
epoch_77,0.8809645175933838,0.8949999809265137,0.2597320679065585,0.23595078611373901
epoch_78,0.8808150291442871,0.8949999809265137,0.25973903028577566,0.23422801315784456
epoch_79,0.8810970187187195,0.8945000171661377,0.25940451770597694,0.2357298822402954
epoch_80,0.8811230063438416,0.8955000042915344,0.25922855081892016,0.2346824254989624
epoch_81,0.8811780214309692,0.8970000147819519,0.25940001765930654,0.23588451600074767
epoch_82,0.8812345266342163,0.8914999961853027,0.25902989641395213,0.2378142321109772
