,train_acc,test_acc,train_loss,test_loss
epoch_0,0.5665284991264343,0.5684999823570251,0.6793657788734436,0.6792063941955566
epoch_1,0.5694954991340637,0.5709999799728394,0.677982924577713,0.6814726610183716
epoch_2,0.5718860030174255,0.5740000009536743,0.6766208352127075,0.6761696438789367
epoch_3,0.576087474822998,0.5849999785423279,0.6743275295419693,0.672282301902771
epoch_4,0.5808110237121582,0.590499997138977,0.6715714875068665,0.6690396986007691
epoch_5,0.5914660096168518,0.6060000061988831,0.6549257292780876,0.6298424377441406
epoch_6,0.6049240231513977,0.6150000095367432,0.6308246154327393,0.6147121562957764
epoch_7,0.6149265170097351,0.6355000138282776,0.6181771741943359,0.5988152194023132
epoch_8,0.624382495880127,0.6430000066757202,0.6054823258628845,0.5713255667686462
epoch_9,0.634085476398468,0.6464999914169312,0.5900957578802108,0.5685552754402161
epoch_10,0.6378564834594727,0.6545000076293945,0.5878315950732231,0.5635817322731018
epoch_11,0.6428110003471375,0.6575000286102295,0.5831065216121674,0.5540603542327881
epoch_12,0.6497460007667542,0.6704999804496765,0.5738568795843124,0.5483505578041077
epoch_13,0.6575940251350403,0.6899999976158142,0.5636186125750542,0.5239348320960998
epoch_14,0.6655330061912537,0.6965000033378601,0.5533951086564064,0.5226545205116272
epoch_15,0.6688629984855652,0.6924999952316284,0.5507112394375802,0.5203214612007141
epoch_16,0.670321524143219,0.7014999985694885,0.5496137655477524,0.5159286949634552
epoch_17,0.6717274785041809,0.6995000243186951,0.5483444650378227,0.5147300701141357
epoch_18,0.673368513584137,0.7049999833106995,0.5473749576640129,0.5136258177757264
epoch_19,0.6746349930763245,0.7089999914169312,0.5462835875897407,0.5143680260181427
epoch_20,0.6754304766654968,0.7064999938011169,0.5456542431635857,0.5132408766746521
epoch_21,0.6764054894447327,0.7080000042915344,0.5448930346360207,0.5104242849349976
epoch_22,0.6774654984474182,0.6899999976158142,0.5443799633321762,0.5139422278404235
epoch_23,0.6786065101623535,0.7085000276565552,0.5433546168630123,0.5124125034809113
epoch_24,0.6795524954795837,0.7005000114440918,0.5428108752646447,0.5098877897262574
epoch_25,0.6801649928092957,0.7099999785423279,0.542094877802372,0.5106371915340424
epoch_26,0.6805269718170166,0.7105000019073486,0.5420146115550994,0.510447594165802
epoch_27,0.6807720065116882,0.7085000276565552,0.5413360977973938,0.5124372696876526
epoch_28,0.6819074749946594,0.7129999995231628,0.5405737897849083,0.508158360004425
epoch_29,0.6825984716415405,0.7129999995231628,0.5404838243246078,0.510119122505188
