,test_loss,test_accuracy,train_loss,train_accuracy
0,0.6098865985870361,0.6449999809265137,1.72959364467197,0.5005555748939514
1,0.5049899768829346,0.7799999713897705,1.4873444151878357,0.5583333373069763
2,0.4972084903717041,0.7749999761581421,1.09803143925137,0.6116666793823242
3,0.4690580368041992,0.8199999928474426,0.9031915316316816,0.6355555653572083
4,0.4848035216331482,0.7400000095367432,0.7352142985661825,0.6772222518920898
5,0.45369642972946167,0.8500000238418579,0.6781451188193427,0.6683333516120911
6,0.44502485275268555,0.8799999952316284,0.5716137009196811,0.7061111330986023
7,0.4623255681991577,0.8199999928474426,0.5700378553072611,0.7183333039283752
8,0.4541910600662231,0.8550000190734863,0.5594311057196724,0.7116666436195374
9,0.46928594589233397,0.8500000238418579,0.5394597898589241,0.7288888692855835
10,0.43676395773887633,0.8949999809265137,0.4962855354944865,0.7561110854148865
11,0.42675902128219606,0.9100000262260437,0.4811001511414846,0.7677778005599976
12,0.4130806052684784,0.9150000214576721,0.49017019616232976,0.7555555701255798
13,0.4134515058994293,0.8849999904632568,0.472413450744417,0.7833333611488342
14,0.40712126016616823,0.8849999904632568,0.47476792322264777,0.7644444704055786
15,0.40812489271163943,0.8799999952316284,0.4583809600936042,0.7916666865348816
16,0.38774088144302365,0.9100000262260437,0.45377764383951824,0.7916666865348816
17,0.39906838059425354,0.8949999809265137,0.46344456805123224,0.7816666960716248
18,0.3959645414352417,0.8899999856948853,0.44929946939150495,0.7866666913032532
19,0.38936896562576295,0.8999999761581421,0.44616247415542604,0.7983333468437195
20,0.397998538017273,0.8999999761581421,0.4419526113404168,0.79666668176651
21,0.39587703585624695,0.8999999761581421,0.4584908413887024,0.7755555510520935
22,0.38159673929214477,0.8949999809265137,0.44100600057178074,0.7872222065925598
23,0.39926389694213865,0.8999999761581421,0.43017254822784,0.7905555367469788
24,0.36910624504089357,0.8899999856948853,0.4321163084771898,0.8055555820465088
25,0.37280557513237,0.9150000214576721,0.4402748962243398,0.79666668176651
26,0.3664753770828247,0.8999999761581421,0.4213587580786811,0.8005555272102356
27,0.371573326587677,0.9150000214576721,0.39942992051442466,0.8277778029441833
28,0.36552456378936765,0.9049999713897705,0.3958482301235199,0.8261111378669739
29,0.35137309789657595,0.9150000214576721,0.41799484968185424,0.7927777767181396
30,0.34349253177642824,0.9049999713897705,0.38407185951868694,0.8211110830307007
31,0.3393687450885773,0.9150000214576721,0.4141952990161048,0.8127777576446533
32,0.3350433135032654,0.9200000166893005,0.4098619204097324,0.8177777528762817
33,0.331797206401825,0.9200000166893005,0.39281965679592556,0.8194444179534912
34,0.3274199187755585,0.9200000166893005,0.3900774978266822,0.8222222328186035
35,0.33670552492141725,0.9200000166893005,0.39979764805899726,0.8138889074325562
36,0.3202489984035492,0.9100000262260437,0.38970560669898985,0.8166666626930237
37,0.3134921526908874,0.9200000166893005,0.34551097883118526,0.8422222137451172
38,0.3278998017311096,0.9200000166893005,0.3755810268719991,0.8266666531562805
39,0.35123008012771606,0.9150000214576721,0.37997675167189704,0.8288888931274414
40,0.34008480310440065,0.9100000262260437,0.40245877212948267,0.8161110877990723
41,0.3322985601425171,0.9100000262260437,0.3824185449216101,0.820555567741394
42,0.33658246278762816,0.9399999976158142,0.3893095808558994,0.82833331823349
43,0.31783670783042905,0.9399999976158142,0.39010608785682255,0.8227777481079102
44,0.3073113250732422,0.9449999928474426,0.37479831960466176,0.8372222185134888
45,0.3242319369316101,0.9150000214576721,0.3561615784962972,0.8427777886390686
46,0.31588139057159426,0.9350000023841858,0.3718789985444811,0.82833331823349
47,0.31327086091041567,0.9350000023841858,0.36709931850433347,0.8338888883590698
48,0.3038869142532349,0.925000011920929,0.3568148109647963,0.8377777934074402
49,0.30566529035568235,0.925000011920929,0.3561473182837168,0.8355555534362793
50,0.3193029022216797,0.9449999928474426,0.3522384158770243,0.8338888883590698
51,0.30278926968574527,0.9449999928474426,0.36047536055246987,0.8405555486679077
52,0.3076907241344452,0.9549999833106995,0.38714926693174573,0.8166666626930237
53,0.29457629919052125,0.9599999785423279,0.36612066586812336,0.8361111283302307
54,0.30236948490142823,0.9350000023841858,0.3614203013314141,0.8338888883590698
55,0.3113509225845337,0.9350000023841858,0.36114842388365004,0.8411111235618591
56,0.2996631956100464,0.9350000023841858,0.37188527438375685,0.8433333039283752
57,0.29805378675460814,0.9599999785423279,0.37658563163545394,0.8322222232818604
58,0.29603155255317687,0.949999988079071,0.3764863899019029,0.8372222185134888
59,0.3077632772922516,0.925000011920929,0.3680998739931319,0.8422222137451172
60,0.31347779035568235,0.949999988079071,0.369206506146325,0.8383333086967468
61,0.30144967198371886,0.9350000023841858,0.36089587185117933,0.8361111283302307
62,0.29178202629089356,0.925000011920929,0.3748290761311849,0.8177777528762817
63,0.2932034385204315,0.925000011920929,0.35242405467563204,0.8483333587646484
64,0.3053514242172241,0.9300000071525574,0.3813890715440114,0.8172222375869751
65,0.29980194568634033,0.9350000023841858,0.37293814539909365,0.8388888835906982
66,0.28417606592178346,0.925000011920929,0.3566360533237457,0.8399999737739563
67,0.2784313416481018,0.9549999833106995,0.3350303056504991,0.852222204208374
68,0.29078924655914307,0.925000011920929,0.3651815030309889,0.8366666436195374
69,0.3052763068675995,0.9449999928474426,0.351347488032447,0.8377777934074402
70,0.2698708927631378,0.9599999785423279,0.3657171776559618,0.8327777981758118
71,0.2914645504951477,0.9350000023841858,0.3716771594683329,0.8311111330986023
72,0.27049760341644286,0.949999988079071,0.34624829709529875,0.8422222137451172
73,0.2685882318019867,0.9549999833106995,0.35097852892345854,0.8433333039283752
74,0.2618525314331055,0.9750000238418579,0.3446270059214698,0.8488888740539551
75,0.25681331276893615,0.9649999737739563,0.33569976965586346,0.8611111044883728
76,0.26699506044387816,0.9750000238418579,0.35625242431958515,0.8444444537162781
77,0.26262558460235597,0.9300000071525574,0.3462817233800888,0.8438888788223267
78,0.2535805058479309,0.9549999833106995,0.3313494681649738,0.846666693687439
79,0.26646836757659914,0.9599999785423279,0.3351000814967685,0.852222204208374
