,test_loss,test_accuracy,train_loss,train_accuracy
0,0.754742066860199,0.5699999928474426,1.5433196393648783,0.5111111402511597
1,0.7727969884872437,0.5299999713897705,1.3395796940061782,0.5261111259460449
2,0.7933624911308289,0.5400000214576721,1.236698195669386,0.5561110973358154
3,0.7509783601760864,0.574999988079071,1.134460593064626,0.570555567741394
4,0.706252326965332,0.5699999928474426,0.9650921040111118,0.5588889122009277
5,0.6891761255264283,0.6150000095367432,0.9317935880025228,0.5633333325386047
6,0.6654330205917358,0.625,0.8148245610131157,0.5833333134651184
7,0.6399724459648133,0.6600000262260437,0.7264764120843675,0.597777783870697
8,0.6378052687644958,0.6650000214576721,0.7480137904485067,0.5816666483879089
9,0.6394021129608154,0.6850000023841858,0.7053092183007135,0.5861111283302307
10,0.630141658782959,0.7099999785423279,0.6671911144256591,0.6044444441795349
11,0.6341866564750671,0.6850000023841858,0.6441799908214145,0.6127777695655823
12,0.6310519623756409,0.7450000047683716,0.6397892708248563,0.620555579662323
13,0.6298758745193481,0.7450000047683716,0.641987280315823,0.6138888597488403
14,0.6281131196022034,0.7599999904632568,0.6355562204784817,0.6338889002799988
15,0.6410589170455933,0.7149999737739563,0.6246662820710076,0.6233333349227905
16,0.6263461399078369,0.7549999952316284,0.6251385588116116,0.6311110854148865
17,0.6333096933364868,0.7450000047683716,0.6287749952740139,0.6277777552604675
18,0.633957097530365,0.7400000095367432,0.6376698682043287,0.6188889145851135
19,0.622672610282898,0.7699999809265137,0.6335266150368585,0.6244444251060486
20,0.641847128868103,0.675000011920929,0.6320872383647494,0.6227777600288391
21,0.6246442556381225,0.75,0.6258573810259501,0.6405555605888367
22,0.6181535816192627,0.7450000047683716,0.6213508791393704,0.6344444155693054
23,0.6209473180770874,0.7400000095367432,0.6139475234349568,0.6355555653572083
24,0.6247742199897766,0.7400000095367432,0.6278718047671847,0.6288889050483704
25,0.6154271793365479,0.7250000238418579,0.6177883071369595,0.6322222352027893
26,0.6106139945983887,0.7549999952316284,0.6137096397082011,0.6394444704055786
27,0.6266521787643433,0.7049999833106995,0.604416958755917,0.644444465637207
28,0.6372275066375732,0.6499999761581421,0.6120419359207153,0.6422222256660461
29,0.6244603037834168,0.7300000190734863,0.6160662747753991,0.6344444155693054
30,0.6149241352081298,0.7599999904632568,0.6078979539871215,0.6538888812065125
31,0.6123677682876587,0.7450000047683716,0.6188990251223246,0.6483333110809326
32,0.6199368476867676,0.7049999833106995,0.5967833111021253,0.6527777910232544
33,0.6159051465988159,0.7200000286102295,0.6166888941658868,0.6438888907432556
34,0.6149875116348267,0.7549999952316284,0.6065663878122965,0.6472222208976746
35,0.6070664572715759,0.7549999952316284,0.6093556992212932,0.6416666507720947
36,0.6348726320266723,0.7099999785423279,0.615812013414171,0.6466666460037231
37,0.6151716041564942,0.7649999856948853,0.6102618106206258,0.6494444608688354
38,0.6123148012161255,0.7699999809265137,0.5974995957480537,0.653333306312561
39,0.6069560480117798,0.7599999904632568,0.5959636010064019,0.6455555558204651
40,0.6143963432312012,0.7599999904632568,0.6037587838702732,0.6583333611488342
41,0.5934944295883179,0.75,0.5830691120359632,0.67166668176651
42,0.5892625570297241,0.7649999856948853,0.6123142766952515,0.6455555558204651
43,0.6082664728164673,0.7400000095367432,0.5934257223871019,0.6677777767181396
44,0.6151802825927735,0.7300000190734863,0.590895439783732,0.6666666865348816
45,0.6020966124534607,0.75,0.5788970065116882,0.675000011920929
46,0.6073840236663819,0.7450000047683716,0.5926635418997871,0.6683333516120911
47,0.5860794448852539,0.7649999856948853,0.5908135888311598,0.6677777767181396
48,0.5863249158859253,0.7749999761581421,0.5963311062918769,0.6611111164093018
49,0.5967095470428467,0.7649999856948853,0.5933921141094631,0.6627777814865112
50,0.6108807444572448,0.7200000286102295,0.5958619377348158,0.6622222065925598
51,0.6125660800933838,0.7149999737739563,0.5857918850580851,0.6766666769981384
52,0.6076938104629517,0.7250000238418579,0.5776049922572242,0.6822222471237183
53,0.5668204593658447,0.7599999904632568,0.574494917790095,0.6933333277702332
54,0.5910457563400269,0.7850000262260437,0.5809553888108995,0.6861110925674438
55,0.5992642784118652,0.75,0.5857301386197408,0.6688888669013977
56,0.5860024118423461,0.7749999761581421,0.5715315039952596,0.6816666722297668
57,0.6021362495422363,0.7250000238418579,0.574269122282664,0.6800000071525574
58,0.5802055931091309,0.7799999713897705,0.5740315718120999,0.6866666674613953
59,0.6067350697517395,0.7250000238418579,0.5983931909667121,0.6527777910232544
60,0.5994703555107117,0.7549999952316284,0.5874647892846001,0.6655555367469788
61,0.5970500993728638,0.7749999761581421,0.5886222669813368,0.6638888716697693
62,0.5838908052444458,0.7649999856948853,0.5821596570809682,0.6733333468437195
63,0.625020866394043,0.699999988079071,0.5760386021931966,0.6833333373069763
64,0.6169448900222778,0.7200000286102295,0.5779324515660604,0.679444432258606
65,0.5965485334396362,0.7350000143051147,0.5792545869615343,0.6788889169692993
66,0.6240906548500061,0.6700000166893005,0.5769781229231092,0.675000011920929
67,0.5969834446907043,0.7549999952316284,0.5845771111382378,0.6688888669013977
68,0.5768486881256103,0.7649999856948853,0.575998828013738,0.6738888621330261
69,0.5892999744415284,0.7549999952316284,0.5767592994372049,0.6772222518920898
70,0.5629594588279724,0.7850000262260437,0.58264139201906,0.6688888669013977
71,0.5839586639404297,0.8149999976158142,0.578202351199256,0.6938889026641846
72,0.590531051158905,0.7900000214576721,0.5665600601832071,0.6888889074325562
73,0.6015098905563354,0.7549999952316284,0.5755492811732822,0.6766666769981384
74,0.5935961008071899,0.7699999809265137,0.5702886613210042,0.6866666674613953
75,0.5873083925247192,0.7699999809265137,0.5868535954422421,0.6672222018241882
76,0.5772086000442505,0.7900000214576721,0.575523485607571,0.6711111068725586
77,0.5755292272567749,0.7900000214576721,0.581974234978358,0.6733333468437195
78,0.5774821257591247,0.7699999809265137,0.578199963039822,0.6883333325386047
79,0.5800312852859497,0.7799999713897705,0.5672414006127251,0.6894444227218628
80,0.5791530609130859,0.7799999713897705,0.5687310234705607,0.6800000071525574
81,0.6217653560638428,0.6899999976158142,0.5708340220981174,0.6755555272102356
82,0.6386612367630005,0.6399999856948853,0.5838136153750949,0.6777777671813965
83,0.5923678731918335,0.7350000143051147,0.5676363772816129,0.6861110925674438
84,0.5942185878753662,0.7200000286102295,0.5608649407492744,0.6961110830307007
85,0.5787400960922241,0.75,0.5615754866600037,0.698888897895813
86,0.5901851797103882,0.7549999952316284,0.5634076865514119,0.695555567741394
87,0.6008537769317627,0.7300000190734863,0.582926767402225,0.6744444370269775
88,0.5897959566116333,0.7649999856948853,0.5981833034091526,0.6538888812065125
89,0.573873586654663,0.8050000071525574,0.5617214181688097,0.6927777528762817
90,0.569953203201294,0.8100000023841858,0.5725031770600213,0.6827777624130249
91,0.567598705291748,0.7699999809265137,0.5655047165022956,0.6911110877990723
92,0.5622038221359253,0.8050000071525574,0.5646705060535007,0.7005555629730225
93,0.5645497274398804,0.800000011920929,0.5630625462532044,0.6894444227218628
94,0.5621269226074219,0.7950000166893005,0.5630475709173415,0.6911110877990723
95,0.552303614616394,0.8100000023841858,0.5789212857352363,0.6694444417953491
96,0.5790424537658692,0.7749999761581421,0.5612795726458232,0.6949999928474426
97,0.5526596617698669,0.800000011920929,0.5695375479592217,0.6866666674613953
98,0.5784344720840454,0.7649999856948853,0.5733505161603292,0.67166668176651
99,0.5630806374549866,0.7699999809265137,0.5565203507741292,0.7066666483879089
100,0.545049569606781,0.824999988079071,0.5514325369728936,0.7022222280502319
101,0.573718068599701,0.7900000214576721,0.5711428059471978,0.6855555772781372
102,0.5661560821533204,0.7900000214576721,0.5667130692799887,0.6966666579246521
103,0.5550486516952514,0.7950000166893005,0.5536025834083557,0.7094444632530212
104,0.5913782715797424,0.7599999904632568,0.5773373460769653,0.6727777719497681
105,0.5861502194404602,0.7549999952316284,0.5726159927580091,0.6894444227218628
106,0.5744623327255249,0.7649999856948853,0.5771050866444906,0.6805555820465088
107,0.5693345880508422,0.7799999713897705,0.5654187430275811,0.6916666626930237
108,0.5770022821426392,0.7450000047683716,0.5643667324384054,0.6922222375869751
109,0.5780534148216248,0.7250000238418579,0.5554503946834141,0.6938889026641846
110,0.5847780752182007,0.75,0.5590205588605669,0.7049999833106995
111,0.5761962699890136,0.7699999809265137,0.5577458638615078,0.6894444227218628
112,0.5863877153396606,0.7350000143051147,0.5663168164094289,0.6888889074325562
113,0.6016812300682068,0.7400000095367432,0.5747175709406535,0.6755555272102356
114,0.568055100440979,0.7699999809265137,0.560680763721466,0.6949999928474426
115,0.585239405632019,0.7250000238418579,0.5501316070556641,0.6994444727897644
116,0.5961281299591065,0.7149999737739563,0.5587784828080071,0.6938889026641846
117,0.577156400680542,0.7350000143051147,0.5642221936914655,0.6927777528762817
118,0.5839631175994873,0.7400000095367432,0.5622516428099739,0.6911110877990723
119,0.5868847131729126,0.7200000286102295,0.5362902895609538,0.7027778029441833
120,0.5522217416763305,0.7749999761581421,0.5369363872210184,0.7155555486679077
121,0.584833517074585,0.7350000143051147,0.5640824434492323,0.6916666626930237
122,0.5936850452423096,0.7049999833106995,0.5635905779732598,0.70333331823349
123,0.5699587202072144,0.7749999761581421,0.5602778927485148,0.6944444179534912
124,0.5686711978912353,0.7699999809265137,0.55912125521236,0.7044444680213928
125,0.5777256441116333,0.7450000047683716,0.5576245488060845,0.6911110877990723
126,0.5819559812545776,0.7350000143051147,0.5556507839096917,0.6899999976158142
127,0.6101550245285035,0.6899999976158142,0.5754540925555759,0.6861110925674438
128,0.5715157508850097,0.7549999952316284,0.5651019175847372,0.6727777719497681
129,0.5727922224998474,0.7649999856948853,0.5514657762315538,0.7055555582046509
130,0.596912612915039,0.7250000238418579,0.5459866910510593,0.7144444584846497
131,0.583079719543457,0.7300000190734863,0.5657332248157925,0.6905555725097656
132,0.6004027032852173,0.7099999785423279,0.5401796441608006,0.7149999737739563
133,0.5736929035186767,0.7599999904632568,0.566733921898736,0.6883333325386047
134,0.5645221281051636,0.7450000047683716,0.552908698187934,0.6966666579246521
135,0.57891756772995,0.75,0.560706504980723,0.6983333230018616
136,0.5717703342437744,0.7549999952316284,0.5596934307946099,0.7016666531562805
137,0.5813438868522645,0.7599999904632568,0.5611797743373447,0.6838889122009277
