,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5005555748939514,1.72959364467197,0.6449999809265137,0.6098865985870361
1,0.5583333373069763,1.4873444151878357,0.7799999713897705,0.5049899768829346
2,0.6116666793823242,1.09803143925137,0.7749999761581421,0.4972084903717041
3,0.6355555653572083,0.9031915316316816,0.8199999928474426,0.4690580368041992
4,0.6772222518920898,0.7352142985661825,0.7400000095367432,0.4848035216331482
5,0.6683333516120911,0.6781451188193427,0.8500000238418579,0.45369642972946167
6,0.7061111330986023,0.5716137009196811,0.8799999952316284,0.44502485275268555
7,0.7183333039283752,0.5700378553072611,0.8199999928474426,0.4623255681991577
8,0.7116666436195374,0.5594311057196724,0.8550000190734863,0.4541910600662231
9,0.7288888692855835,0.5394597898589241,0.8500000238418579,0.46928594589233397
10,0.7561110854148865,0.4962855354944865,0.8949999809265137,0.43676395773887633
11,0.7677778005599976,0.4811001511414846,0.9100000262260437,0.42675902128219606
12,0.7555555701255798,0.49017019616232976,0.9150000214576721,0.4130806052684784
13,0.7833333611488342,0.472413450744417,0.8849999904632568,0.4134515058994293
14,0.7644444704055786,0.47476792322264777,0.8849999904632568,0.40712126016616823
15,0.7916666865348816,0.4583809600936042,0.8799999952316284,0.40812489271163943
16,0.7916666865348816,0.45377764383951824,0.9100000262260437,0.38774088144302365
17,0.7816666960716248,0.46344456805123224,0.8949999809265137,0.39906838059425354
18,0.7866666913032532,0.44929946939150495,0.8899999856948853,0.3959645414352417
19,0.7983333468437195,0.44616247415542604,0.8999999761581421,0.38936896562576295
20,0.79666668176651,0.4419526113404168,0.8999999761581421,0.397998538017273
21,0.7755555510520935,0.4584908413887024,0.8999999761581421,0.39587703585624695
22,0.7872222065925598,0.44100600057178074,0.8949999809265137,0.38159673929214477
23,0.7905555367469788,0.43017254822784,0.8999999761581421,0.39926389694213865
24,0.8055555820465088,0.4321163084771898,0.8899999856948853,0.36910624504089357
25,0.79666668176651,0.4402748962243398,0.9150000214576721,0.37280557513237
26,0.8005555272102356,0.4213587580786811,0.8999999761581421,0.3664753770828247
27,0.8277778029441833,0.39942992051442466,0.9150000214576721,0.371573326587677
28,0.8261111378669739,0.3958482301235199,0.9049999713897705,0.36552456378936765
29,0.7927777767181396,0.41799484968185424,0.9150000214576721,0.35137309789657595
30,0.8211110830307007,0.38407185951868694,0.9049999713897705,0.34349253177642824
31,0.8127777576446533,0.4141952990161048,0.9150000214576721,0.3393687450885773
32,0.8177777528762817,0.4098619204097324,0.9200000166893005,0.3350433135032654
33,0.8194444179534912,0.39281965679592556,0.9200000166893005,0.331797206401825
34,0.8222222328186035,0.3900774978266822,0.9200000166893005,0.3274199187755585
35,0.8138889074325562,0.39979764805899726,0.9200000166893005,0.33670552492141725
36,0.8166666626930237,0.38970560669898985,0.9100000262260437,0.3202489984035492
37,0.8422222137451172,0.34551097883118526,0.9200000166893005,0.3134921526908874
38,0.8266666531562805,0.3755810268719991,0.9200000166893005,0.3278998017311096
39,0.8288888931274414,0.37997675167189704,0.9150000214576721,0.35123008012771606
40,0.8161110877990723,0.40245877212948267,0.9100000262260437,0.34008480310440065
41,0.820555567741394,0.3824185449216101,0.9100000262260437,0.3322985601425171
42,0.82833331823349,0.3893095808558994,0.9399999976158142,0.33658246278762816
43,0.8227777481079102,0.39010608785682255,0.9399999976158142,0.31783670783042905
44,0.8372222185134888,0.37479831960466176,0.9449999928474426,0.3073113250732422
45,0.8427777886390686,0.3561615784962972,0.9150000214576721,0.3242319369316101
46,0.82833331823349,0.3718789985444811,0.9350000023841858,0.31588139057159426
47,0.8338888883590698,0.36709931850433347,0.9350000023841858,0.31327086091041567
48,0.8377777934074402,0.3568148109647963,0.925000011920929,0.3038869142532349
49,0.8355555534362793,0.3561473182837168,0.925000011920929,0.30566529035568235
50,0.8338888883590698,0.3522384158770243,0.9449999928474426,0.3193029022216797
51,0.8405555486679077,0.36047536055246987,0.9449999928474426,0.30278926968574527
52,0.8166666626930237,0.38714926693174573,0.9549999833106995,0.3076907241344452
53,0.8361111283302307,0.36612066586812336,0.9599999785423279,0.29457629919052125
54,0.8338888883590698,0.3614203013314141,0.9350000023841858,0.30236948490142823
55,0.8411111235618591,0.36114842388365004,0.9350000023841858,0.3113509225845337
56,0.8433333039283752,0.37188527438375685,0.9350000023841858,0.2996631956100464
57,0.8322222232818604,0.37658563163545394,0.9599999785423279,0.29805378675460814
58,0.8372222185134888,0.3764863899019029,0.949999988079071,0.29603155255317687
59,0.8422222137451172,0.3680998739931319,0.925000011920929,0.3077632772922516
60,0.8383333086967468,0.369206506146325,0.949999988079071,0.31347779035568235
61,0.8361111283302307,0.36089587185117933,0.9350000023841858,0.30144967198371886
62,0.8177777528762817,0.3748290761311849,0.925000011920929,0.29178202629089356
63,0.8483333587646484,0.35242405467563204,0.925000011920929,0.2932034385204315
64,0.8172222375869751,0.3813890715440114,0.9300000071525574,0.3053514242172241
65,0.8388888835906982,0.37293814539909365,0.9350000023841858,0.29980194568634033
66,0.8399999737739563,0.3566360533237457,0.925000011920929,0.28417606592178346
67,0.852222204208374,0.3350303056504991,0.9549999833106995,0.2784313416481018
68,0.8366666436195374,0.3651815030309889,0.925000011920929,0.29078924655914307
69,0.8377777934074402,0.351347488032447,0.9449999928474426,0.3052763068675995
70,0.8327777981758118,0.3657171776559618,0.9599999785423279,0.2698708927631378
71,0.8311111330986023,0.3716771594683329,0.9350000023841858,0.2914645504951477
72,0.8422222137451172,0.34624829709529875,0.949999988079071,0.27049760341644286
73,0.8433333039283752,0.35097852892345854,0.9549999833106995,0.2685882318019867
74,0.8488888740539551,0.3446270059214698,0.9750000238418579,0.2618525314331055
75,0.8611111044883728,0.33569976965586346,0.9649999737739563,0.25681331276893615
76,0.8444444537162781,0.35625242431958515,0.9750000238418579,0.26699506044387816
77,0.8438888788223267,0.3462817233800888,0.9300000071525574,0.26262558460235597
78,0.846666693687439,0.3313494681649738,0.9549999833106995,0.2535805058479309
79,0.852222204208374,0.3351000814967685,0.9599999785423279,0.26646836757659914
80,0.851111114025116,0.3394101620382733,0.9449999928474426,0.2624570870399475
81,0.8566666841506958,0.3275694208674961,0.9449999928474426,0.26231768012046813
82,0.846666693687439,0.33681532949209214,0.9649999737739563,0.25915239095687864
83,0.851111114025116,0.3263426849577162,0.9700000286102295,0.2597232687473297
84,0.8538888692855835,0.3278560933801863,0.949999988079071,0.25723148345947267
85,0.8505555391311646,0.32281417740715873,0.949999988079071,0.25544681668281555
86,0.8433333039283752,0.340649090078142,0.9599999785423279,0.24749571084976196
87,0.8361111283302307,0.3505628485812081,0.9599999785423279,0.25860639810562136
88,0.8327777981758118,0.35793541537390816,0.9399999976158142,0.28545826554298404
89,0.8461111187934875,0.3462823428048028,0.9599999785423279,0.2771161437034607
90,0.8505555391311646,0.34905620210700566,0.9449999928474426,0.26422441005706787
91,0.8572221994400024,0.33456267714500426,0.9750000238418579,0.26004624128341675
92,0.851111114025116,0.32077162795596653,0.9700000286102295,0.26845731735229494
93,0.8538888692855835,0.34147542264726427,0.9649999737739563,0.24057813882827758
94,0.870555579662323,0.3081842405928506,0.9750000238418579,0.23686053037643431
95,0.8561111092567444,0.33704699714978537,0.9750000238418579,0.23716230392456056
96,0.8366666436195374,0.3588337038622962,0.9649999737739563,0.2357630467414856
97,0.8505555391311646,0.33020570662286547,0.9649999737739563,0.24201520919799804
98,0.8622221946716309,0.296295046210289,0.9750000238418579,0.23779121279716492
99,0.851111114025116,0.32729036026530794,0.9649999737739563,0.23136334896087646
100,0.8377777934074402,0.3459924607806736,0.9850000143051147,0.23197831988334655
101,0.8811110854148865,0.2970365087191264,0.9599999785423279,0.24359431862831116
102,0.8544444441795349,0.33020329700575934,0.9700000286102295,0.2208501875400543
103,0.8527777791023254,0.3261769115924835,0.9850000143051147,0.21582697749137877
104,0.8677777647972107,0.3134071471956041,0.9599999785423279,0.24911643743515013
105,0.8666666746139526,0.3015682804584503,0.9599999785423279,0.22174019932746888
106,0.8666666746139526,0.30719751715660093,0.9800000190734863,0.20989357709884643
107,0.8600000143051147,0.32097496231396994,0.9649999737739563,0.23852195978164673
108,0.8561111092567444,0.3266369226243761,0.9750000238418579,0.22117677688598633
109,0.8655555844306946,0.3118669229083591,0.9750000238418579,0.22791318893432616
110,0.8550000190734863,0.3109625876446565,0.9700000286102295,0.22287911176681519
111,0.8561111092567444,0.34320180654525756,0.9599999785423279,0.2305475127696991
112,0.8700000047683716,0.3026520207193163,0.9649999737739563,0.21308448076248168
113,0.8666666746139526,0.3122987390889062,0.9549999833106995,0.23468841075897218
114,0.8588888645172119,0.3275625193781323,0.9599999785423279,0.23479453682899476
115,0.8755555748939514,0.29868078496721057,0.9549999833106995,0.23871421217918395
116,0.8755555748939514,0.3007501375675201,0.9700000286102295,0.22294464111328124
117,0.8727777600288391,0.30596921973758273,0.9549999833106995,0.22190358400344848
118,0.8577777743339539,0.3347179287672043,0.9649999737739563,0.22319744706153868
119,0.846666693687439,0.3373557921250661,0.9700000286102295,0.24177564382553102
120,0.8566666841506958,0.3123427036073473,0.9700000286102295,0.23530255556106566
121,0.875,0.30014948235617744,0.9750000238418579,0.20674850702285766
122,0.8727777600288391,0.30445728328492905,0.9549999833106995,0.23683562636375427
123,0.8633333444595337,0.31941745705074737,0.9700000286102295,0.2465512788295746
124,0.8650000095367432,0.31018721924887765,0.9549999833106995,0.24453304529190065
125,0.870555579662323,0.3047693297598097,0.9449999928474426,0.21756369829177857
126,0.8605555295944214,0.30012486630015905,0.9750000238418579,0.23503785967826843
127,0.8683333396911621,0.30633291403452556,0.9750000238418579,0.21075440049171448
128,0.8583333492279053,0.3070938675933414,0.9700000286102295,0.2229494857788086
129,0.8616666793823242,0.32277496877643796,0.9700000286102295,0.2142203187942505
130,0.8588888645172119,0.3082189930809869,0.9649999737739563,0.21773165941238404
131,0.867222249507904,0.2836952927377489,0.9750000238418579,0.22127555966377258
132,0.8638888597488403,0.31142105393939545,0.949999988079071,0.21410218715667725
133,0.8733333349227905,0.28541517284181384,0.9399999976158142,0.2505760979652405
134,0.8627777695655823,0.30283216155237624,0.9700000286102295,0.24494118690490724
135,0.8544444441795349,0.3156281436151928,0.9750000238418579,0.21827187776565551
136,0.8811110854148865,0.27637276596493193,0.9750000238418579,0.1998604154586792
137,0.8777777552604675,0.2865301118956672,0.9700000286102295,0.2024802803993225
138,0.8711110949516296,0.30012378613154095,0.9649999737739563,0.200592565536499
139,0.875,0.2937402131822374,0.9649999737739563,0.20663544535636902
140,0.8838889002799988,0.2786296663681666,0.9700000286102295,0.2006543493270874
141,0.8733333349227905,0.28867683039771186,0.9750000238418579,0.21606922149658203
142,0.8822222352027893,0.29315620925691394,0.9399999976158142,0.24286148071289063
143,0.8683333396911621,0.30748649418354035,0.9700000286102295,0.1958347249031067
144,0.8788889050483704,0.28730551428265044,0.9649999737739563,0.2141350269317627
145,0.8472222089767456,0.3284990699423684,0.9649999737739563,0.23286571264266967
146,0.8683333396911621,0.29639785091082255,0.9649999737739563,0.2156689977645874
147,0.8727777600288391,0.2968372990687688,0.9850000143051147,0.1970576012134552
148,0.8955555558204651,0.2683375276459588,0.9700000286102295,0.20403823375701904
149,0.8661110997200012,0.30586478528049255,0.9700000286102295,0.19298672616481782
150,0.8883333206176758,0.27183792922231886,0.9800000190734863,0.18528327703475952
151,0.8772222399711609,0.28324776934252843,0.9800000190734863,0.1853539204597473
152,0.867222249507904,0.28745840734905664,0.9750000238418579,0.20111804127693175
153,0.8838889002799988,0.2744905161857605,0.9599999785423279,0.23312660157680512
154,0.8933333158493042,0.2652775976392958,0.9700000286102295,0.1986154478788376
155,0.8755555748939514,0.2986794596248203,0.9599999785423279,0.22873734891414643
156,0.8822222352027893,0.2596508542696635,0.9649999737739563,0.2144989091157913
157,0.8888888955116272,0.2675553687413533,0.9700000286102295,0.2063009810447693
158,0.8733333349227905,0.28747621840900844,0.9700000286102295,0.1861647582054138
159,0.8927778005599976,0.2621483792861303,0.9800000190734863,0.1825981056690216
160,0.8816666603088379,0.2812905044025845,0.9649999737739563,0.20161824822425842
161,0.8738889098167419,0.28802420192294653,0.9700000286102295,0.19131813406944276
162,0.8788889050483704,0.2702678035365211,0.9649999737739563,0.2060096073150635
163,0.8788889050483704,0.2865814807679918,0.9750000238418579,0.1968720495700836
164,0.867222249507904,0.30695402330822413,0.949999988079071,0.21036621332168579
165,0.8761110901832581,0.277993935280376,0.9599999785423279,0.20238654136657716
166,0.870555579662323,0.30753155801031323,0.9850000143051147,0.18966764450073242
167,0.879444420337677,0.28314097258779736,0.9800000190734863,0.19144291043281556
168,0.8766666650772095,0.27487721906767953,0.9700000286102295,0.19019964456558228
169,0.8816666603088379,0.28229407651556865,0.9700000286102295,0.21600938320159913
170,0.8772222399711609,0.27915325310495165,0.9800000190734863,0.20177417755126953
171,0.8838889002799988,0.2694885825779703,0.9800000190734863,0.18855573534965514
172,0.8700000047683716,0.31016981760660806,0.9700000286102295,0.19163756012916566
173,0.8727777600288391,0.289507419400745,0.9649999737739563,0.19421804904937745
174,0.8772222399711609,0.2858470187584559,0.9850000143051147,0.1889132785797119
175,0.8683333396911621,0.2915320805708567,0.9750000238418579,0.19063228130340576
176,0.8738889098167419,0.28146332926220363,0.9700000286102295,0.1978851556777954
177,0.8766666650772095,0.28113948192861343,0.9750000238418579,0.1958695352077484
178,0.8788889050483704,0.29933815095159744,0.9800000190734863,0.1896779441833496
179,0.8799999952316284,0.27922833998998003,0.9800000190734863,0.17822285652160644
180,0.8805555701255798,0.26382870607905917,0.9850000143051147,0.17044618844985962
181,0.8883333206176758,0.2705859865082635,0.9850000143051147,0.1631626284122467
182,0.8816666603088379,0.27198739488919577,0.9649999737739563,0.2046619713306427
183,0.8961111307144165,0.24462859829266867,0.9800000190734863,0.1850210964679718
